,Temp,MaxTemp,MinTemp,hPAAtSeaLevel,hPA,Humidity,Visibility,AverageWindSpeed,MaxSustainedWindSpeed,Fog,Percipitation
317,57.74,68.0,51.08,1017.2,1015.7,74,15.0,10.9,18.3,0,0
318,60.440000000000005,68.0,51.98,1021.2,1019.6,68,16.1,10.7,24.1,0,0
319,59.9,71.06,55.94,1020.5,1018.7,79,14.6,6.9,24.1,0,0
320,59.18,73.94,48.02,1018.8,1017.3,70,16.1,2.2,11.1,0,0
321,60.62,75.02,48.02,1014.8,1012.8,57,16.1,4.6,13.0,0,0
322,59.18,75.02,48.02,1009.5,1007.9,70,15.4,8.5,29.4,0,1
323,56.66,69.08,48.02,1001.1,999.6,64,16.1,11.1,25.9,0,1
324,55.22,69.08,44.96,1007.2,1005.6,58,16.1,8.5,14.8,0,0
325,54.68,66.02,42.980000000000004,1019.0,1017.4,70,16.1,6.3,18.3,0,0
326,54.86,69.08,42.980000000000004,1022.6,1020.9,69,16.1,4.8,14.8,0,0
327,54.68,69.08,42.08,1021.5,1019.9,57,16.1,6.7,22.2,0,0
333,46.22,53.96,35.96,1015.3,1013.7,78,15.8,21.3,48.2,0,1
334,53.24,55.94,42.08,1011.4,1009.7,80,15.4,41.9,53.5,0,1
335,55.22,59.0,51.98,1014.9,1013.3,84,15.3,32.4,50.0,1,1
336,54.86,60.980000000000004,48.02,1018.6,1017.2,85,11.6,3.9,16.5,1,1
337,55.76,60.980000000000004,48.02,1011.9,1010.3,88,13.0,5.2,11.1,0,1
338,55.76,57.02,55.04,1012.7,1011,92,8.2,3.9,7.6,0,1
339,58.64,68.0,46.04,1016.4,1014.7,72,16.1,13.0,31.7,0,1
340,61.16,68.0,51.98,1014.3,1012.7,70,15.3,24.6,37.0,0,1
341,57.379999999999995,64.94,53.96,1015.2,1013.4,85,13.0,8.1,16.5,0,1
342,54.86,62.059999999999995,51.98,1020.6,1018.9,84,13.0,8.0,18.3,0,0
343,54.5,62.059999999999995,48.02,1023.2,1021.5,76,15.8,5.9,13.0,0,0
344,57.2,64.04,48.02,1023.0,1021.4,75,15.0,13.3,22.2,0,1
345,62.059999999999995,69.98,53.96,1023.8,1022.1,76,16.1,13.3,20.6,0,0
346,59.72,69.98,55.94,1023.7,1021.8,86,11.7,8.0,20.6,0,0
347,55.76,62.959999999999994,50.0,1018.9,1017.1,76,15.3,12.0,29.4,0,1
348,50.36,57.92,42.08,1020.7,1019.7,72,16.1,10.6,20.6,0,1
349,47.84,59.0,39.02,1025.9,1024.1,72,16.1,5.4,16.5,0,0
350,47.84,60.980000000000004,39.02,1023.4,1021.7,60,16.1,5.4,16.5,0,0
351,52.52,60.980000000000004,39.92,1016.5,1014.8,66,15.6,16.5,25.9,0,1
352,54.32,62.959999999999994,48.02,1021.0,1019.3,80,15.8,8.3,20.6,0,0
353,53.06,64.94,44.96,1023.5,1021.8,77,16.1,2.6,14.8,0,0
354,52.52,64.94,44.06,1017.5,1015.8,79,12.7,7.2,18.3,0,0
355,55.04,60.08,44.06,1008.1,1006.2,67,14.5,20.7,37.0,0,1
356,47.3,57.02,37.94,1012.2,1010.5,82,14.0,5.2,14.8,1,0
357,46.04,53.96,37.94,1012.8,1011.2,80,15.9,7.0,14.8,0,1
358,48.56,53.96,39.92,1011.0,1009.4,78,15.8,16.3,27.8,0,1
359,51.44,57.02,46.04,1010.2,1008.6,56,16.1,14.3,25.9,0,0
360,45.5,57.02,33.98,1017.0,1015.3,66,16.1,6.9,20.6,0,0
361,46.58,60.980000000000004,33.98,1020.1,1018.5,63,16.1,4.4,14.8,0,0
362,48.74,60.980000000000004,33.98,1020.3,1018.5,71,15.6,7.6,22.2,0,1
363,51.620000000000005,59.0,42.08,1018.3,1016.5,78,15.0,9.1,20.6,0,1
364,49.28,64.04,37.94,1020.4,1018.7,72,15.8,5.6,18.3,0,0
365,50.18,64.04,37.94,1020.8,1019.6,74,15.9,7.4,20.6,0,0
366,53.96,60.980000000000004,42.08,1020.1,1018.4,81,14.6,10.0,22.2,0,0
367,51.08,68.0,41.0,1021.8,1020.2,67,16.1,3.5,14.8,0,0
368,53.24,68.0,41.0,1026.6,1025,74,15.3,11.3,25.9,0,0
369,49.82,60.980000000000004,39.92,1032.6,1030.9,75,16.1,8.0,22.2,0,0
370,49.46,62.059999999999995,39.02,1032.5,1030.9,72,16.1,8.3,25.9,0,0
371,47.84,62.059999999999995,37.04,1025.0,1023.3,66,16.1,6.1,24.1,0,0
372,50.9,57.92,37.04,1020.4,1018.9,79,16.1,9.1,20.6,0,0
373,51.08,57.02,46.04,1017.9,1016.2,75,15.1,13.7,27.8,0,1
374,46.94,60.980000000000004,37.04,1024.4,1022.7,73,16.1,5.9,20.6,0,0
375,50.18,60.980000000000004,37.04,1025.4,1023.6,77,16.1,11.1,25.9,0,1
376,46.04,57.02,37.04,1023.3,1021.7,76,16.1,6.5,18.3,0,0
377,48.56,57.02,37.04,1022.5,1020.8,78,14.8,5.4,14.8,0,1
378,51.26,57.02,39.92,1022.8,1021.1,73,15.0,9.1,24.1,0,1
379,44.42,55.04,35.06,1020.2,1018.5,75,16.1,5.9,18.3,0,0
380,47.48,53.96,35.06,1011.9,1010.1,73,15.0,18.1,46.5,0,1
381,44.78,55.94,37.94,1022.2,1020.6,78,15.8,7.4,16.5,0,1
382,45.32,55.94,37.94,1026.5,1024.7,75,16.1,3.7,11.1,0,0
383,45.68,55.94,37.04,1022.6,1020.9,74,16.1,3.0,11.1,0,0
384,48.74,57.92,37.04,1017.2,1015.5,76,15.3,4.4,13.0,0,0
385,53.06,60.08,44.06,1019.0,1017.3,75,16.1,11.9,20.6,0,0
386,56.120000000000005,62.959999999999994,46.04,1022.7,1021,80,16.1,6.7,20.6,0,0
387,52.34,62.959999999999994,44.96,1023.5,1021.9,81,15.1,3.7,11.1,0,0
388,53.78,64.94,44.96,1021.0,1019.4,81,11.9,6.3,16.5,1,0
389,57.02,66.02,44.96,1020.5,1019,84,13.0,5.7,13.0,0,0
390,58.64,66.02,51.98,1021.6,1019.8,82,15.3,9.8,22.2,0,1
391,51.26,62.059999999999995,42.08,1028.0,1026.3,77,16.1,6.1,18.3,0,0
392,54.5,62.059999999999995,42.08,1028.1,1026.4,78,15.8,7.8,22.2,0,1
393,53.78,60.980000000000004,42.8,1025.0,1023.3,75,15.8,12.0,24.1,0,0
394,52.879999999999995,62.059999999999995,42.980000000000004,1023.7,1022.2,83,13.4,5.9,22.2,0,0
395,54.68,69.08,42.980000000000004,1025.3,1023.6,81,13.4,4.1,14.8,1,0
396,55.22,69.08,42.980000000000004,1026.0,1024.3,76,14.8,3.1,11.1,0,0
397,53.96,66.92,42.980000000000004,1020.6,1018.9,72,13.5,16.1,44.6,0,0
398,46.04,57.02,37.04,1020.5,1018.8,52,16.1,16.9,35.2,0,0
399,46.4,55.94,35.06,1023.1,1021.4,32,16.1,13.7,24.1,0,0
400,46.94,62.059999999999995,35.06,1024.5,1022.8,44,16.1,6.3,16.5,0,0
401,51.26,66.92,41.0,1021.9,1020.2,64,16.1,5.6,14.8,0,0
402,55.94,66.02,48.92,1019.4,1017.7,60,16.1,5.7,13.0,0,0
403,52.16,68.0,39.92,1018.9,1017.3,78,13.5,6.9,24.1,0,0
404,52.16,62.959999999999994,41.0,1015.3,1013.6,49,16.1,18.7,40.7,0,0
405,58.459999999999994,71.96,41.0,1016.4,1014.6,27,16.1,17.0,27.8,0,1
406,59.72,73.04,46.04,1017.2,1015.5,31,16.1,9.3,22.2,0,0
407,56.66,73.04,44.06,1017.1,1015.5,42,16.1,7.2,16.5,0,0
408,52.52,69.98,44.06,1017.7,1016.2,70,15.8,9.8,18.3,0,0
409,53.24,62.959999999999994,44.06,1018.7,1017.1,69,15.9,7.8,18.3,0,0
410,52.52,66.02,39.92,1021.7,1020,72,16.1,7.2,22.2,0,0
411,53.24,66.02,39.92,1023.5,1021.9,69,16.1,7.6,24.1,0,0
412,55.76,71.06,42.980000000000004,1020.0,1018.3,64,14.0,10.4,29.4,1,0
413,56.120000000000005,71.06,44.96,1016.9,1015.2,39,16.1,5.9,18.3,0,0
414,52.34,69.08,39.02,1018.4,1016.7,53,16.1,6.7,18.3,0,0
415,53.78,69.08,39.02,1019.4,1017.8,56,16.1,6.5,16.5,0,0
416,56.120000000000005,69.08,41.0,1018.3,1016.6,55,16.1,4.3,16.5,0,0
417,60.440000000000005,66.92,44.96,1015.2,1013.5,51,16.1,11.1,27.8,0,0
418,52.7,66.92,44.96,1023.8,1022.3,72,16.1,8.3,25.9,0,0
419,54.32,69.98,44.06,1028.0,1026.4,71,15.1,7.8,20.6,0,0
420,58.82,77.0,42.980000000000004,1024.9,1023.2,44,16.1,9.6,25.9,0,0
421,60.8,77.0,46.04,1025.3,1023.6,39,16.1,5.4,22.2,0,0
422,60.980000000000004,78.98,46.04,1023.8,1022.1,47,16.1,6.1,14.8,0,0
423,63.32,78.98,46.04,1020.0,1018.3,51,16.1,5.9,20.6,0,0
424,56.120000000000005,75.92,48.02,1018.5,1016.9,67,16.1,10.7,25.9,0,0
425,50.54,62.059999999999995,39.92,1016.2,1014.6,57,16.1,11.3,37.0,0,0
426,56.66,73.04,39.92,1016.4,1014.7,25,16.1,16.9,27.8,0,0
427,61.88,75.92,42.980000000000004,1016.2,1014.4,36,16.1,10.2,20.6,0,0
428,61.88,78.08,48.92,1016.9,1015.2,48,16.1,5.9,20.6,0,0
429,64.94,75.02,55.94,1017.9,1016.2,51,16.1,12.0,16.5,0,0
430,57.379999999999995,66.92,48.02,1016.6,1015.2,67,16.1,10.7,25.9,0,0
431,53.42,66.92,50.0,1013.6,1011.9,70,15.8,14.4,25.9,0,1
432,52.34,60.08,48.02,1015.1,1013.3,72,16.1,7.8,16.5,0,1
433,54.5,66.92,44.96,1017.9,1016.2,57,16.1,6.5,18.3,0,0
434,58.82,69.08,44.96,1016.7,1015,55,16.1,6.7,16.5,0,1
435,62.42,73.04,48.92,1016.4,1014.7,60,16.1,10.2,27.8,0,0
436,59.18,75.02,48.92,1013.5,1011.8,65,14.6,8.5,27.8,0,0
437,57.74,75.02,48.92,1007.3,1005.6,65,16.1,15.7,38.9,0,1
438,54.68,59.0,51.08,1013.9,1012.2,65,15.4,17.2,31.7,0,1
439,50.36,59.0,48.02,1014.5,1012.8,81,14.0,12.6,18.3,0,1
440,47.84,55.94,44.96,1013.7,1012,79,14.6,8.0,14.8,0,1
441,46.94,57.92,37.04,1013.8,1012.1,71,16.1,11.3,31.7,0,1
442,47.120000000000005,57.92,37.04,1013.1,1011.6,77,16.1,9.3,18.3,0,1
443,51.26,60.980000000000004,42.08,1014.4,1012.7,73,16.1,4.6,13.0,0,1
444,52.52,64.94,41.0,1021.0,1019.3,66,16.1,5.9,13.0,0,0
445,53.96,64.94,41.0,1020.7,1019.1,69,16.1,7.2,14.8,0,1
446,55.94,68.0,44.96,1019.0,1017.2,70,15.9,6.3,27.8,0,1
447,53.42,68.0,48.02,1018.1,1016,83,15.8,7.6,24.1,0,1
448,53.24,59.0,46.04,1021.2,1019.6,65,15.9,11.9,24.1,0,1
449,50.0,59.0,44.06,1019.1,1017.5,74,16.1,7.2,20.6,0,1
450,48.02,59.0,37.04,1017.6,1015.9,61,16.1,10.2,25.9,0,0
451,48.92,59.0,37.04,1020.0,1018.4,62,16.1,11.7,25.9,0,0
452,51.98,59.0,37.94,1022.8,1021.1,69,15.3,8.0,18.3,0,1
453,53.96,64.04,48.02,1020.1,1018.4,78,15.3,8.7,18.3,0,1
454,57.379999999999995,66.92,50.0,1023.9,1022.2,66,16.1,8.3,22.2,0,0
455,56.66,66.92,50.0,1024.0,1022.3,70,16.1,10.0,25.9,0,0
456,55.4,66.92,48.02,1017.0,1015.3,62,16.1,17.4,31.7,0,0
457,53.06,66.02,42.08,1017.4,1015.7,48,16.1,10.7,24.1,0,0
458,52.52,66.02,39.02,1018.5,1016.8,50,16.1,10.6,29.4,0,0
459,51.08,64.04,39.02,1014.2,1012.5,65,16.1,13.3,29.4,0,1
460,53.78,57.92,51.08,1006.3,1004.5,83,12.4,13.7,29.4,0,1
461,50.0,51.08,48.02,1006.1,1004.4,86,15.9,3.3,7.6,0,1
462,49.28,64.04,37.94,1017.7,1016.1,72,16.1,7.4,22.2,0,0
463,55.4,66.02,37.94,1014.8,1013.1,66,16.1,11.5,29.4,0,0
464,56.84,66.02,48.92,1015.5,1013.8,68,16.1,9.3,18.3,0,0
465,59.18,66.02,53.06,1017.4,1015.7,70,16.1,12.8,29.4,0,0
466,56.84,66.02,53.06,1017.2,1015.5,71,16.1,10.7,25.9,0,0
467,56.84,68.0,51.98,1016.5,1014.8,74,15.3,8.1,20.6,0,0
468,59.18,71.06,51.98,1019.1,1017.3,66,16.1,8.5,20.6,0,0
469,60.980000000000004,78.08,46.94,1022.2,1020.5,54,15.9,8.1,22.2,0,0
470,64.58,80.96,46.94,1019.2,1017.5,35,16.1,10.0,24.1,0,0
471,59.0,80.96,50.0,1013.5,1011.8,70,15.6,10.2,22.2,0,0
472,58.64,68.0,53.06,1013.1,1011.5,67,16.1,10.7,22.2,0,0
473,58.64,69.08,55.04,1016.8,1015,58,16.1,13.0,24.1,0,0
474,57.92,69.08,46.94,1018.2,1016.5,62,16.1,9.8,25.9,0,0
475,58.459999999999994,69.08,46.94,1018.6,1016.9,62,16.1,13.7,29.4,0,1
476,57.92,69.98,53.96,1022.8,1021.1,63,16.1,13.9,27.8,0,0
477,59.9,75.92,48.02,1024.7,1023,60,16.1,11.1,37.0,0,0
478,63.86,78.08,48.02,1023.6,1022,69,16.1,15.0,31.7,0,0
479,65.66,84.02,53.96,1019.6,1017.9,53,16.1,11.3,25.9,0,0
480,68.36,84.91999999999999,53.96,1017.3,1015.6,54,16.1,8.9,29.4,0,0
481,64.04,84.91999999999999,51.98,1017.0,1015.4,63,16.1,13.0,27.8,0,0
482,63.14,77.0,51.08,1019.4,1017.7,49,16.1,11.7,29.4,0,0
483,66.92,84.02,51.08,1018.7,1017,63,16.1,11.5,27.8,0,0
484,62.24,84.02,55.04,1017.0,1015.3,70,16.1,11.7,24.1,0,0
485,61.88,75.92,51.98,1019.0,1017.3,65,16.1,11.5,31.7,0,0
486,61.16,75.92,50.0,1019.0,1017.4,44,16.1,13.7,38.9,0,0
487,62.959999999999994,75.02,50.0,1019.1,1017.4,63,16.1,11.9,31.7,0,0
488,62.24,73.94,51.98,1020.9,1019.3,56,16.1,15.6,31.7,0,0
489,60.26,80.06,44.96,1021.2,1019.6,40,16.1,10.2,29.4,0,0
490,62.78,80.06,44.96,1020.0,1018.3,47,16.1,12.8,33.5,0,0
491,62.059999999999995,69.98,57.02,1021.5,1019.9,68,16.1,20.2,35.2,0,0
492,68.0,87.08000000000001,51.08,1015.6,1013.9,42,16.1,9.8,27.8,0,0
493,71.06,91.03999999999999,51.08,1011.6,1009.9,39,16.1,7.4,29.4,0,0
494,65.48,91.03999999999999,55.04,1012.0,1010.4,61,16.1,11.1,22.2,0,0
495,61.519999999999996,75.92,53.96,1013.2,1011.5,65,15.9,13.1,25.9,0,0
496,62.42,75.02,53.06,1013.6,1011.9,48,16.1,19.8,31.7,0,0
497,61.519999999999996,75.02,53.06,1014.6,1013,63,15.3,15.6,29.4,0,1
498,60.08,69.98,48.92,1017.3,1015.6,59,16.1,11.3,25.9,0,1
499,62.24,73.94,48.92,1018.9,1017.3,60,16.1,8.9,24.1,0,0
500,64.22,73.94,53.06,1019.2,1017.5,58,16.1,15.9,25.9,0,0
501,64.4,77.0,55.04,1015.7,1014,51,16.1,11.3,29.4,0,1
502,66.56,77.0,55.04,1010.7,1009,61,15.6,18.1,33.5,0,1
503,62.78,69.08,57.02,1011.6,1009.9,62,15.9,15.4,27.8,0,1
504,59.72,71.06,50.0,1016.1,1014.4,59,16.1,14.4,31.7,0,1
505,61.34,71.96,50.0,1019.6,1017.9,58,16.1,12.8,25.9,0,0
506,63.14,78.98,51.08,1017.6,1015.9,61,16.1,13.5,31.7,0,0
507,62.959999999999994,78.98,51.08,1014.0,1012.3,52,16.1,11.7,29.4,0,0
508,64.58,82.94,51.08,1013.6,1012,46,16.1,12.4,29.4,0,0
509,67.1,89.06,51.08,1014.5,1012.8,44,16.1,9.6,27.8,0,0
510,75.74000000000001,95.0,53.06,1012.1,1010.4,35,16.1,9.3,24.1,0,0
511,78.62,96.98,62.059999999999995,1010.8,1009.1,43,16.1,10.4,25.9,0,0
512,80.96,96.98,62.959999999999994,1010.8,1009.1,38,16.1,10.7,24.1,0,0
513,70.16,93.91999999999999,57.92,1011.9,1010.3,60,16.1,11.7,22.2,0,0
514,66.92,82.94,57.92,1011.6,1009.9,63,16.1,13.9,40.7,0,0
515,65.84,80.06,57.92,1012.3,1010.7,60,16.1,23.3,40.7,0,0
516,63.68,75.02,55.04,1014.5,1012.9,66,16.1,9.1,25.9,0,0
517,66.2,78.98,55.04,1014.9,1013.2,59,16.1,12.0,27.8,0,0
518,71.96,91.94,60.08,1014.7,1013,49,16.1,10.7,27.8,0,0
519,79.88,96.98,60.08,1013.8,1012.1,37,16.1,11.1,29.4,0,0
520,76.28,96.98,62.059999999999995,1009.2,1007.5,49,15.4,10.9,25.9,0,0
521,73.75999999999999,84.02,64.94,1006.1,1004.4,48,16.1,13.9,20.6,0,0
522,62.42,73.94,55.94,1013.5,1011.9,53,16.1,14.1,35.2,0,1
523,61.16,73.94,53.96,1018.9,1017.3,50,16.1,23.9,33.5,0,0
524,63.5,80.06,51.98,1021.1,1019.4,44,16.1,16.3,35.2,0,0
525,68.9,89.96000000000001,51.98,1020.8,1019.1,33,16.1,11.3,29.4,0,0
526,71.78,89.96000000000001,53.96,1017.3,1015.6,48,16.1,11.5,29.4,0,0
527,70.34,87.98,57.92,1015.3,1013.6,59,16.1,12.8,35.2,0,0
528,66.38,86.0,57.92,1016.8,1015.1,57,16.1,16.3,25.9,0,1
529,62.78,73.04,55.04,1018.9,1017.2,55,16.1,16.7,29.4,0,1
530,65.66,78.08,55.04,1016.5,1014.8,57,16.1,13.1,35.2,0,0
531,66.74000000000001,78.08,59.0,1016.1,1014.5,63,16.1,13.3,33.5,0,0
532,64.58,78.08,57.02,1016.2,1014.5,54,16.1,17.6,29.4,0,0
533,68.18,87.08000000000001,55.04,1014.8,1013.1,43,16.1,12.2,29.4,0,0
534,74.66,93.02,55.04,1012.2,1010.5,28,16.1,10.7,25.9,0,0
535,71.96,93.02,57.92,1011.6,1009.9,42,16.1,13.3,31.7,0,0
536,66.02,84.02,55.94,1014.1,1012.4,63,16.1,12.8,25.9,0,0
537,67.64,82.04,55.94,1014.7,1013,62,16.1,12.6,27.8,0,0
538,68.18,87.08000000000001,57.02,1013.5,1011.9,60,16.1,11.7,25.9,0,0
539,69.08,87.08000000000001,57.02,1012.5,1010.8,61,16.1,14.3,25.9,0,0
540,69.08,86.0,57.92,1010.1,1008.4,63,16.1,12.0,24.1,0,0
541,68.72,84.91999999999999,57.92,1008.0,1006.4,62,16.1,14.8,25.9,0,0
542,69.25999999999999,84.02,57.92,1010.6,1009,63,16.1,13.0,22.2,0,0
543,69.98,86.0,59.0,1010.6,1009,63,15.9,10.9,24.1,0,0
544,66.2,86.0,57.92,1008.4,1006.6,57,16.1,17.6,24.1,0,0
545,66.02,82.94,55.04,1009.3,1007.5,50,15.9,16.1,33.5,0,0
546,72.32,89.06,55.04,1012.4,1010.7,43,16.1,13.3,31.7,0,0
547,66.74000000000001,89.06,55.04,1010.0,1008.3,59,16.1,14.8,27.8,0,0
548,65.66,75.02,57.92,1009.7,1008,63,16.1,19.8,25.9,0,0
549,65.84,78.08,55.04,1014.7,1012.9,58,16.1,14.1,24.1,0,0
550,69.44,87.08000000000001,55.04,1016.4,1014.8,49,16.1,9.6,25.9,0,0
551,72.32,87.08000000000001,55.94,1015.5,1013.8,44,15.8,11.1,25.9,0,0
552,67.1,86.0,55.04,1014.5,1012.8,52,16.1,12.0,24.1,0,0
553,66.2,82.04,53.96,1014.6,1012.9,51,16.1,12.6,25.9,0,0
554,68.36,84.02,53.96,1011.9,1010.2,54,16.1,11.7,27.8,0,0
555,68.18,87.08000000000001,55.94,1011.7,1010,54,15.9,11.5,22.2,0,0
556,71.24000000000001,87.08000000000001,55.94,1014.6,1012.9,54,16.1,10.2,22.2,0,0
557,72.32,91.03999999999999,59.0,1015.3,1013.6,52,16.1,9.6,24.1,0,0
558,73.22,91.03999999999999,59.0,1013.5,1011.8,48,16.1,10.4,24.1,0,0
559,69.98,89.96000000000001,59.0,1011.1,1009.4,57,16.1,12.0,24.1,0,0
560,65.84,82.94,57.02,1012.4,1010.7,60,16.1,19.6,31.7,0,0
561,67.28,82.94,57.02,1012.5,1010.8,61,16.1,14.8,22.2,0,0
562,66.56,80.96,57.92,1012.0,1010.3,64,16.1,12.8,24.1,0,0
563,67.64,82.04,57.92,1013.3,1011.7,62,16.1,11.9,24.1,0,0
564,68.36,82.04,57.92,1014.1,1012.5,62,16.1,11.9,20.6,0,0
565,68.18,80.96,57.92,1014.5,1012.9,64,16.1,11.1,24.1,0,0
566,66.74000000000001,78.08,60.08,1015.3,1013.7,66,16.1,11.9,24.1,0,0
567,65.66,78.98,59.0,1012.4,1010.7,68,15.4,10.7,24.1,0,0
568,66.38,82.94,57.92,1010.1,1008.4,63,16.1,14.1,25.9,0,0
569,67.28,82.94,57.92,1011.4,1009.7,62,16.1,14.1,25.9,0,0
570,66.2,80.96,57.02,1012.4,1010.7,65,16.1,13.3,25.9,0,0
571,66.38,82.94,57.02,1012.6,1010.9,62,16.1,13.0,25.9,0,0
572,68.18,82.94,57.02,1012.9,1011.3,62,16.1,12.4,24.1,0,0
573,68.36,80.06,57.92,1013.1,1011.4,63,16.1,10.0,22.2,0,0
574,67.1,80.06,59.0,1012.7,1011,64,16.1,10.9,24.1,0,0
575,67.64,78.98,60.08,1012.4,1010.7,67,16.1,11.3,22.2,0,0
576,67.28,78.08,60.08,1014.6,1013,67,15.8,11.1,20.6,0,1
577,66.02,78.08,60.08,1016.0,1014.3,67,15.6,11.9,22.2,0,0
578,67.28,80.06,55.94,1016.2,1014.6,61,16.1,10.9,24.1,0,0
579,68.0,80.96,55.94,1016.3,1014.6,64,16.1,9.8,25.9,0,0
580,69.62,87.08000000000001,62.059999999999995,1016.4,1014.8,56,16.1,7.0,22.2,0,0
581,68.18,87.98,59.0,1015.3,1013.5,64,16.1,13.0,27.8,0,0
582,66.02,80.96,59.0,1015.0,1013.3,66,16.1,11.9,25.9,0,0
583,67.64,82.04,60.980000000000004,1013.2,1011.5,62,16.1,13.5,29.4,0,0
584,68.54,84.91999999999999,59.0,1012.8,1011.1,59,16.1,13.7,24.1,0,0
585,69.98,84.91999999999999,59.0,1013.6,1011.9,58,16.1,12.4,25.9,0,0
586,71.78,87.98,59.0,1012.8,1011.2,56,16.1,9.1,22.2,0,0
587,70.88,87.98,60.08,1012.1,1010.4,61,15.9,10.4,22.2,0,0
588,68.0,82.04,57.92,1012.7,1011,64,15.9,10.7,24.1,0,0
589,69.25999999999999,82.04,62.059999999999995,1012.8,1011.2,64,16.1,10.0,22.2,0,0
590,74.66,95.0,62.059999999999995,1012.3,1010.6,50,16.1,7.8,22.2,0,0
591,83.84,102.91999999999999,60.980000000000004,1011.8,1010.2,34,16.1,8.9,24.1,0,0
592,85.1,102.91999999999999,71.96,1010.6,1009,34,16.1,11.1,20.6,0,0
593,85.46000000000001,100.03999999999999,71.96,1010.7,1009.1,41,16.1,12.4,27.8,0,1
594,80.42,100.03999999999999,71.06,1013.0,1011.3,50,16.1,11.5,25.9,0,0
595,79.7,96.98,69.98,1014.1,1012.4,53,16.1,8.7,29.4,0,0
596,79.34,93.02,69.08,1012.9,1011.1,45,9.2,10.0,27.8,0,0
597,72.86,86.0,60.08,1012.3,1010.6,48,14.2,13.7,33.5,0,0
598,71.78,89.06,60.08,1010.9,1009.2,62,11.7,11.9,31.7,0,0
599,73.94,89.96000000000001,60.980000000000004,1010.9,1009.2,59,9.5,9.3,31.7,0,0
600,73.4,89.96000000000001,64.04,1010.6,1008.9,61,13.2,9.4,20.6,0,0
601,74.12,86.0,64.94,1010.1,1008.4,65,9.7,9.8,25.9,0,0
602,70.34,78.98,62.6,1010.7,1009,70,11.7,10.9,22.2,0,0
603,68.18,78.98,62.959999999999994,1010.5,1008.8,71,14.2,11.7,24.1,0,0
604,64.4,78.08,57.92,1010.1,1008.5,68,13.7,9.4,22.2,0,0
605,66.02,78.08,57.02,1009.2,1007.5,68,12.1,9.4,20.6,0,0
606,65.66,77.0,55.04,1010.2,1008.6,68,13.7,9.6,20.6,0,0
607,65.48,78.08,55.04,1010.9,1009.2,68,15.0,7.8,16.5,0,0
608,65.84,78.08,55.04,1009.8,1008.2,68,14.5,8.1,18.3,0,0
609,64.04,78.08,57.02,1012.4,1010.7,71,13.4,10.7,24.1,0,0
610,64.94,75.92,57.02,1016.3,1014.6,70,14.8,10.2,20.6,0,0
611,64.75999999999999,75.92,60.08,1017.0,1015.3,70,15.1,12.4,20.6,0,0
612,65.48,80.96,59.0,1015.9,1014.2,68,15.4,12.2,24.1,0,0
613,74.3,98.06,60.980000000000004,1014.2,1012.6,47,15.9,5.6,18.3,0,0
614,84.91999999999999,96.08000000000001,78.98,1013.0,1011.2,34,15.9,7.0,14.8,0,0
615,87.26,105.08000000000001,68.0,1009.8,1008.2,29,11.3,8.0,31.7,0,0
616,75.02,104.0,64.94,1005.2,1003.6,48,12.9,11.1,22.2,0,0
617,65.48,78.08,60.08,1008.2,1006.4,70,13.7,7.2,14.8,0,0
618,63.32,68.0,59.0,1014.5,1012.8,78,8.5,4.8,9.4,0,0
619,63.86,77.0,57.02,1016.7,1015.1,74,3.4,2.8,11.1,0,0
620,67.46,82.94,57.02,1013.7,1012,64,3.2,4.6,16.5,0,0
621,66.02,82.94,57.92,1012.7,1011,71,4.0,7.8,16.5,0,0
622,64.04,75.02,59.0,1014.9,1013.3,72,3.2,8.1,16.5,0,0
623,66.38,78.98,60.08,1017.3,1015.6,67,7.7,7.2,18.3,0,0
624,68.18,80.96,60.08,1017.1,1015.5,73,15.8,8.5,22.2,0,0
625,71.06,82.04,62.959999999999994,1014.9,1013.2,72,16.1,10.0,25.9,0,0
626,69.98,82.04,64.94,1015.2,1013.6,63,16.1,13.5,29.4,0,0
627,68.36,80.96,60.08,1015.2,1013.7,66,16.1,12.8,24.1,0,0
628,71.78,91.03999999999999,57.92,1012.1,1010.5,52,16.1,6.5,24.1,0,0
629,70.7,91.03999999999999,57.92,1012.1,1010.4,59,14.5,8.3,24.1,0,0
630,68.18,82.94,57.02,1015.8,1014.1,60,16.1,8.3,22.2,0,0
631,67.64,82.04,57.02,1018.4,1016.7,58,16.1,10.0,35.2,0,0
632,71.06,82.04,57.02,1017.6,1015.9,67,16.1,13.0,29.4,0,0
633,67.28,82.04,55.94,1016.2,1014.6,56,16.1,12.4,31.7,0,0
634,67.82,84.02,55.94,1016.7,1015,61,16.1,9.1,25.9,0,0
635,73.94,93.02,57.92,1012.6,1010.9,48,16.1,10.7,27.8,0,0
636,80.42,100.94,60.980000000000004,1011.4,1009.8,31,16.1,4.1,16.5,0,0
637,73.04,93.02,62.959999999999994,1014.5,1012.8,55,16.1,8.0,20.6,0,0
638,69.25999999999999,87.08000000000001,62.059999999999995,1017.6,1015.9,67,11.1,9.3,18.3,0,0
639,76.82,95.0,62.059999999999995,1015.2,1013.5,39,8.0,4.6,13.0,0,0
640,77.36,95.0,64.04,1014.1,1012.5,35,5.6,4.3,14.8,0,0
641,74.12,93.02,62.059999999999995,1012.9,1011.2,47,12.1,5.9,16.5,0,0
642,70.52,93.02,57.92,1014.0,1012.4,56,16.1,6.9,18.3,0,0
